Latitude,Longitude,MAT,MAP,Vegetation,Fertilization,Soil.type.raw,Soil.type,Soil.classification.system,Degree.Weathering,Resin.Pi,Bic.Pi,Bic.Po,OH.Pi,OH.Po,acid.Pi,Resi.P,TPo,TP,pH,TC,TN,Sand,Silt,Clay,Texture,PME,Top.depth,Bottom.depth,Mean.depth
40.52472222,-121.7395833,11.5,1250,Perennial.woody,none,"fine, parasesquic, mesic Andic Palehumult",Ultisols,USDA system,High,3.757211495,3.219924017,12.43596339,190.3680416,103.9975112,29.4145096,,589.7071942,993.3493583,6.055,4.903825999,0.177481806,65.77445123,22.8188888,11.40665997,sandy loam,2.240491524,5,15,10
40.52472222,-121.7395833,8.5,1400,Perennial.woody,none,"medial-skeletal, amorphic, mesic Humic Haploxerand",Andisols,USDA system,Intermediate,1.17810745,2.210323605,11.89648314,101.5197739,146.3409196,190.4297494,,738.6038665,1851.025068,6.2,15.69849253,0.633030253,71.1296331,21.47968307,7.390683837,sandy loam,6.787132404,0,5,2.5
40.52472222,-121.7395833,8.5,1400,Perennial.woody,none,"medial-skeletal, amorphic, mesic Humic Haploxerand",Andisols,USDA system,Intermediate,0.832518917,1.720214835,9.460294365,102.7472354,142.5470616,171.1855232,,556.3883424,1666.773871,6.33,9.38549726,0.423663096,73.94246484,20.6256872,5.431847956,sandy loam,4.076800188,5,15,10
40.52472222,-121.7395833,6,1350,Perennial.woody,none,"medial-skeletal, amorphic, frigid Humic Vitrixerand",Andisols,USDA system,Intermediate,0.194225254,0.894117248,2.640499837,451.1127407,66.90135364,31.8080821,,471.7788738,1680.093445,5.76,13.49967241,0.590054792,73.89255564,19.59455053,6.512893829,sandy loam,5.362712957,0,5,2.5
40.52472222,-121.7395833,6,1350,Perennial.woody,none,"medial-skeletal, amorphic, frigid Humic Vitrixerand",Andisols,USDA system,Intermediate,0.075732667,0.541125073,1.619894316,414.4787034,77.51669575,28.69713621,,404.2603704,1581.48203,5.8575,7.933988377,0.355276782,76.01021207,18.26678933,5.722998597,loamy sand,2.270576174,5,15,10
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,18.59469923,21.8599307,28.0678116,68.90036074,146.0166493,65.48253533,,,,7.1,2.191860465,,,,,,4.025012142,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,7.069814969,3.567691006,30.49094915,45.16187154,182.6986828,55.87824425,,,,5.3,2.220930233,,,,,,3.455560952,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,7.958821974,9.945029675,25.46361008,40.34685556,177.9558333,50.82390382,,,,6,2.029069767,,,,,,3.926663429,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,12.65410973,12.70677819,30.19669195,58.93337702,190.4161354,57.34649201,,,,6.5,2.145348837,,,,,,3.149587178,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,13.81542427,13.53161025,34.54545914,58.68286292,199.1328549,68.19991928,,,,6.8,2.139534884,,,,,,3.899951433,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,20.81182612,14.88291775,31.0440498,70.89927815,218.974633,63.02404882,,,,6.8,2.104651163,,,,,,3.89023798,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,34.60366,24.56461388,42.75737099,85.51103058,212.5582222,78.53960396,,,,6.7,1.970930233,,,,,,3.678970374,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,5.99728716,2.828644369,33.27625043,44.06121018,217.9075026,55.38736492,,,,5,2.290697674,,,,,,4.448761535,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,9.8718298,16.20516443,30.76138429,59.66124566,198.0220373,72.12099125,,,,7,2.23255814,,,,,,3.625546382,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,8.209951456,10.1018974,30.43544165,38.51555748,195.1090258,68.57142857,,,,6.8,2.209302326,,,,,,4.065080136,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,10.66619505,3.222366223,37.16164257,46.79838258,239.3087653,51.68700646,,,,4.3,2.575581395,,,,,,3.389995143,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,33.98007439,29.77565537,63.24806197,92.4283675,339.3745434,87.20189716,,,,6.1,2.790697674,,,,,,4.968431277,0,15,7.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.609224629,5.623311094,26.0797948,41.58015346,173.2015585,53.86020657,,,,6.7,1.930232558,,,,,,2.413793103,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,2.40962092,3.433806418,21.78393996,27.23725586,170.2812777,38.66295765,,,,6.4,2.058139535,,,,,,2.415007285,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,1.744875944,1.809202354,17.67061859,20.8469745,139.8272534,36.5981241,,,,6.5,1.854651163,,,,,,2.683341428,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,6.995603693,4.513854222,21.33464808,34.7313666,136.1526998,40.30252271,,,,6.7,1.831395349,,,,,,2.281447305,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,7.229226038,5.455563597,23.77833844,36.65197884,172.4088744,42.22932954,,,,6.8,1.947674419,,,,,,2.113890238,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,7.766509661,5.681067053,22.25916296,36.81529562,148.6592309,42.30551627,,,,6.6,1.773255814,,,,,,1.94511899,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,7.531633483,4.912050398,23.3810022,39.29787346,175.9917831,41.02973169,,,,6.4,1.761627907,,,,,,2.413793103,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.640188523,2.395768004,22.94166886,28.26466436,189.8325777,38.2441577,,,,6,2.058139535,,,,,,2.424720738,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,7.512723689,6.161148657,27.10766805,36.1766419,199.0324329,44.79309648,,,,6.8,2.127906977,,,,,,2.032540068,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,2.836452539,3.902322003,24.41792951,27.38948036,198.1749395,45.02214204,,,,6.7,2.052325581,,,,,,2.342156387,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,4.966289105,2.734655054,31.34050169,24.81218844,236.2994316,29.79437229,,,,5.5,2.558139535,,,,,,2.572850898,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,22.30298749,16.69358758,52.37677256,71.1328298,352.6102803,58.42928216,,,,6.5,2.738372093,,,,,,2.300631374,15,30,22.5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.674743214,2.892589963,13.82101537,28.30356343,87.1907861,29.84441301,,,,6.9,1.38372093,,,,,,2.082321515,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,2.594848619,3.8718931,14.95470045,35.65168505,61.69882671,41.4022752,,,,6.8,1.412790698,,,,,,1.290675085,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,1.831395989,2.006834591,12.32993299,25.66710532,44.90053904,30.81470684,,,,6.4,1.418604651,,,,,,2.639630889,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,2.797088586,2.540005524,11.9928126,27.26750861,49.96708956,36.68443497,,,,6.7,1.180232558,,,,,,2.340942205,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.825611038,2.381547583,15.16293276,28.4044619,64.03511049,47.50598967,,,,6.9,1.488372093,,,,,,2.266877125,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.284887831,3.724781502,13.0376067,38.09284557,46.43675225,59.42094313,,,,6.8,1.075581395,,,,,,2.767119961,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,1.534231317,1.483805138,11.5857015,22.04084921,45.25687757,39.61706186,,,,6.5,1.348837209,,,,,,2.415007285,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,0.200242718,3.908995081,17.16765874,36.30077787,67.25758331,41.78571429,,,,6.3,1.401162791,,,,,,3.122875182,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,0.392651744,4.531073747,18.83774269,28.08493057,73.21468334,31.20709283,,,,6.8,1.48255814,,,,,,3.563623118,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,0.338820167,3.388851037,17.12352722,26.4325733,58.80182632,35.17041334,,,,7,1.284883721,,,,,,2.699125789,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,0.135185824,3.024698184,23.3587282,18.05065471,70.51021538,41.94959017,,,,6,1.755813953,,,,,,2.570422535,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,0.333426015,7.413943549,20.12512658,29.84749397,74.14528195,43.40336028,,,,6.4,2.058139535,,,,,,1.515298689,30,60,45
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,0.201248963,7.768992538,13.38674775,45.49541137,43.75139543,77.88944724,,,,7.1,0.726744186,,,,,,1.786061195,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.018734449,7.592424526,13.30448202,48.86142033,37.09903608,55.63531945,,,,7.4,0.808139535,,,,,,1.594220495,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.779337148,4.441897249,8.665651335,45.81982352,28.16032961,58.17075574,,,,6.8,0.744186047,,,,,,2.202525498,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,2.470723176,4.961253687,10.10464763,43.38078417,32.1643114,86.05393706,,,,6.6,0.744186047,,,,,,2.014327343,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,4.383549753,5.101874455,10.60697057,49.27287041,34.5615386,59.8824434,,,,6.8,0.819767442,,,,,,2.151529869,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,4.873727664,7.770014528,12.46148675,67.51323361,23.77373119,115.9723115,,,,6.7,0.686046512,,,,,,2.070179699,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,2.705718683,3.201969388,8.255720916,36.27574467,45.08991461,59.59930314,,,,6.6,0.697674419,,,,,,1.779990287,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,5.08581687,5.590644914,10.62662778,53.33410603,29.38462507,61.56985635,,,,6.7,0.773255814,,,,,,1.936619718,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,4.205097087,5.797610682,13.04865288,48.29299914,32.97037677,98.92857143,,,,6.7,0.860465116,,,,,,1.817629917,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,5.257671731,6.032889799,10.58008849,58.26937953,36.20850532,79.35981576,,,,6.8,0.796511628,,,,,,1.61243322,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,3.349121704,4.311766629,10.90699929,40.66632017,27.61480718,44.09620991,,,,6.5,0.860465116,,,,,,1.788489558,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,5.23510375,4.779670125,15.62734495,35.27123901,41.67993999,97.68907563,,,,6.4,0.970930233,,,,,,2.767119961,60,90,75
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,14.78010433,14.1511784,27.41286473,31.03808959,73.07441887,88.00461976,,,,6.6,3.781007752,,3,70,27,silt loam,7.117532783,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,8.199263983,13.19288794,24.95907511,23.61556214,66.56777858,101.620179,,,,7.233333333,2.726744186,,2,71,27,silt loam,5.616804274,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,6.829108691,10.27420003,20.75273576,19.96512648,120.1586372,93.99652801,,,,7.166666667,3.296511628,,2,71,27,silt loam,6.240893638,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,6.289734365,9.161698424,21.32598995,20.34791004,126.2221435,91.85949414,,,,7.433333333,2.542635659,,2,73,25,silt loam,4.946576008,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,12.34586517,15.26154021,24.48346574,35.41246519,146.4944014,102.4531025,,,,7.333333333,2.720930233,,2,74,24,silt loam,6.76056338,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,14.35271076,17.8646598,31.39510529,36.72758157,150.4703822,119.9964639,,,,7.466666667,2.569767442,,2,72,26,silt loam,4.711024769,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,12.15462473,16.62458864,28.9882159,45.31632811,201.201937,97.59475219,,,,7.366666667,2.936046512,,4,73,23,silt loam,4.643030597,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,11.57584037,12.76763296,27.95402206,36.39035714,200.5397524,70.1902369,,,,6.9,3.279069767,,3,73,24,silt loam,4.525012142,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,11.44033273,15.01468163,26.37456695,30.43415001,144.2300954,103.8226849,,,,6.966666667,3.15503876,,2,70,28,silty clay loam,8.737251093,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,P,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,13.51518921,17.03502321,28.11527623,35.5413365,133.4456721,100.0493086,,,,7.133333333,2.527131783,,2,68,30,silty clay loam,4.691597863,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,9.734777076,11.56068132,27.54026972,30.71112099,158.0371062,72.81553398,,,,6,3.279069767,,3,67,30,silty clay loam,5.556095192,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,8.48783931,9.883187288,23.28066165,27.89145044,139.0975881,85.04373178,,,,6.633333333,2.815891473,,3,66,31,silty clay loam,4.329771734,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,8.279579226,11.77032672,26.44167577,31.04476846,160.1145365,86.84301266,,,,6.666666667,3.122093023,,2,67,31,silty clay loam,4.436619718,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,11.0637694,10.06981264,25.1272803,30.66692007,172.2230705,89.32177866,,,,6.4,3.432170543,,3,66,31,silty clay loam,4.783875668,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,15.66298765,8.998541281,28.48881471,32.84519787,207.0362623,65.32106782,,,,5.866666667,4.093023256,,3,71,26,silt loam,6.466731423,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,8.534487649,9.074094553,25.68037457,32.55100572,173.3849293,61.47222772,,,,6.033333333,3.158914729,,3,70,27,silt loam,5.524526469,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,10.45370884,12.46574648,23.07590607,31.42012552,142.1514483,86.27073001,,,,7.1,2.757751938,,2,74,24,silt loam,3.438562409,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,9.795711974,15.63566248,30.52093802,34.71371176,160.3611059,74.82608602,,,,6.266666667,3.189922481,,3,73,24,silt loam,4.769548324,0,10,5
40.93055556,-90.72722222,10.6,914,Annual.agriculture,NP,"fine-silty, mixed, mesic Typic Endoaquoll and fine-silty, mixed, mesic Aquic Argiudoll; a small area fine-silty, mixed, mesic Typic Argiudoll",Mollisols,USDA system,Intermediate,7.26159381,14.434435,31.49419543,42.61801662,183.6393485,63.53194544,,,,6.166666667,3.050387597,,2,74,24,silt loam,4.924720738,0,10,5
